asset_id,asset_type,name,lat,lon,surface_type,traffic_estimate,last_repair_date,pothole_reports_30d,pothole_reports_180d,condition_index,report_text,repair_history,images
RD-00216,road,Segment B-216,41.68452,-87.762252,composite,85761,2024-04-10,6,16,88,Localized pavement settlement and subgrade void risk near utility crossing. Distress concentrated near wheel path. Temporary patch applied last month.,drain rehab 2023-11-07; full-depth patch 2023-06-28; full-depth patch 2026-02-03,https://example.com/images/rd-00216_fatigue.jpg
RD-00217,road,Segment A-217,41.864886,-87.881459,composite,29755,2024-09-21,6,17,40,"Standing water, blocked inlets, and shoulder washout after rainfall events. Distress concentrated near shoulder edge. Temporary patch applied last month.",,
RD-00218,road,Segment C-218,41.766387,-87.736882,asphalt,58231,2023-12-01,4,12,86,Corrosion staining and section loss observed on bearing and steel members. Distress concentrated near drain inlet area. Temporary patch applied last month.,seal coat 2023-11-22; mill and fill 2025-05-15,
RD-00219,road,Segment B-219,41.954327,-87.607762,asphalt,57024,2025-01-04,5,20,33,Deck delamination with hollow sound and moisture intrusion evidence. Distress concentrated near drain inlet area. Temporary patch applied this week.,seal coat 2025-08-22; seal coat 2023-11-16,
RD-00220,road,Segment B-220,41.651538,-87.658489,composite,95308,2024-12-11,6,11,80,Longitudinal cracking near wheel path with water ingress and patch separation. Distress concentrated near shoulder edge. Temporary patch applied two weeks ago.,seal coat 2023-08-19; seal coat 2025-08-03,
RD-00221,road,Segment A-221,41.714464,-87.598177,concrete,90605,2024-12-11,6,18,77,Concrete spalling and exposed rebar found around deck edge and joint line. Distress concentrated near drain inlet area. Temporary patch applied this week.,,
RD-00222,road,Segment C-222,41.838766,-87.538476,concrete,25439,2024-04-17,5,16,45,Repeated pothole rebound after winter freeze-thaw and heavy truck traffic. Distress concentrated near shoulder edge. Temporary patch applied this week.,full-depth patch 2026-02-20; mill and fill 2026-01-15; full-depth patch 2025-10-01,https://example.com/images/rd-00222_joint.jpg
RD-00223,road,Segment C-223,42.044683,-87.820801,asphalt,32395,2025-02-20,4,9,52,"Standing water, blocked inlets, and shoulder washout after rainfall events. Distress concentrated near shoulder edge. Temporary patch applied last month.",full-depth patch 2024-02-22; mill and fill 2025-08-27; drain rehab 2025-08-25,https://example.com/images/rd-00223_washout.jpg
RD-00224,road,Segment D-224,42.01758,-87.619045,composite,27179,2024-11-10,3,12,61,Repeated pothole rebound after winter freeze-thaw and heavy truck traffic. Distress concentrated near shoulder edge. Temporary patch applied two weeks ago.,full-depth patch 2025-03-09; seal coat 2025-12-27; mill and fill 2023-07-18,
RD-00225,road,Segment D-225,41.865949,-87.840505,asphalt,60421,2025-03-23,5,16,71,Longitudinal cracking near wheel path with water ingress and patch separation. Distress concentrated near drain inlet area. Temporary patch applied this week.,full-depth patch 2023-09-28; full-depth patch 2025-01-14; drain rehab 2023-08-23,
RD-00226,road,Segment A-226,41.982887,-87.667062,asphalt,39637,2025-06-27,5,18,41,Longitudinal cracking near wheel path with water ingress and patch separation. Distress concentrated near wheel path. Temporary patch applied this week.,seal coat 2025-10-30; full-depth patch 2024-12-24; mill and fill 2025-10-18,
RD-00227,road,Segment B-227,41.713161,-87.726509,composite,72396,2025-09-18,4,10,91,"Standing water, blocked inlets, and shoulder washout after rainfall events. Distress concentrated near travel lane. Temporary patch applied two weeks ago.",seal coat 2023-09-29; seal coat 2024-10-13,
RD-00228,road,Segment D-228,41.668789,-87.897747,concrete,59301,2025-09-14,5,12,65,Concrete spalling and exposed rebar found around deck edge and joint line. Distress concentrated near shoulder edge. Temporary patch applied two weeks ago.,drain rehab 2025-12-05; seal coat 2023-12-30; full-depth patch 2024-01-13,https://example.com/images/rd-00228_spalling.jpg
RD-00229,road,Segment A-229,41.79659,-87.876343,asphalt,30312,2025-02-07,4,9,94,"Standing water, blocked inlets, and shoulder washout after rainfall events. Distress concentrated near wheel path. Temporary patch applied this week.",full-depth patch 2025-01-09; seal coat 2025-05-04,
RD-00230,road,Segment D-230,41.921584,-87.738626,concrete,29068,2024-08-04,4,8,97,Concrete spalling and exposed rebar found around deck edge and joint line. Distress concentrated near shoulder edge. Temporary patch applied last month.,seal coat 2024-04-19; mill and fill 2025-09-05,https://example.com/images/rd-00230_pothole.jpg
RD-00231,road,Segment A-231,41.715649,-87.727306,composite,61400,2025-09-09,3,12,72,Deck delamination with hollow sound and moisture intrusion evidence. Distress concentrated near drain inlet area. Temporary patch applied this week.,drain rehab 2024-10-11,
RD-00232,road,Segment D-232,41.961922,-87.843189,composite,7690,2026-02-15,2,5,65,Deck delamination with hollow sound and moisture intrusion evidence. Distress concentrated near wheel path. Temporary patch applied two weeks ago.,,
RD-00233,road,Segment A-233,41.842523,-87.696857,concrete,84508,2024-07-20,6,15,46,Longitudinal cracking near wheel path with water ingress and patch separation. Distress concentrated near shoulder edge. Temporary patch applied this week.,drain rehab 2024-05-25; seal coat 2025-10-17; full-depth patch 2023-09-07,
RD-00234,road,Segment D-234,41.986458,-87.639001,concrete,21402,2026-01-06,5,9,99,Localized pavement settlement and subgrade void risk near utility crossing. Distress concentrated near shoulder edge. Temporary patch applied two weeks ago.,full-depth patch 2024-03-25; full-depth patch 2026-02-09,https://example.com/images/rd-00234_crack.jpg
RD-00235,road,Segment C-235,42.03007,-87.719483,concrete,29737,2025-04-10,2,10,63,"Standing water, blocked inlets, and shoulder washout after rainfall events. Distress concentrated near shoulder edge. Temporary patch applied two weeks ago.",drain rehab 2023-09-25,
RD-00236,road,Segment A-236,41.805482,-87.69869,composite,11813,2026-02-10,2,8,66,Expansion joint leakage accelerating deck and support deterioration. Distress concentrated near drain inlet area. Temporary patch applied this week.,,
RD-00237,road,Segment C-237,41.778967,-87.939631,concrete,79440,2024-05-14,4,19,65,Corrosion staining and section loss observed on bearing and steel members. Distress concentrated near shoulder edge. Temporary patch applied two weeks ago.,full-depth patch 2024-09-04,https://example.com/images/rd-00237_corrosion.jpg
RD-00238,road,Segment C-238,42.010607,-87.687248,asphalt,20043,2025-06-08,2,10,86,Repeated pothole rebound after winter freeze-thaw and heavy truck traffic. Distress concentrated near travel lane. Temporary patch applied two weeks ago.,mill and fill 2025-02-07; seal coat 2024-12-16; seal coat 2024-05-29,https://example.com/images/rd-00238_washout.jpg
RD-00239,road,Segment A-239,41.915617,-87.525215,asphalt,17620,2026-01-22,2,13,62,Concrete spalling and exposed rebar found around deck edge and joint line. Distress concentrated near wheel path. Temporary patch applied two weeks ago.,full-depth patch 2025-08-26; full-depth patch 2024-04-03,
RD-00240,road,Segment D-240,41.645189,-87.695718,asphalt,58649,2025-07-21,3,11,72,Concrete spalling and exposed rebar found around deck edge and joint line. Distress concentrated near wheel path. Temporary patch applied two weeks ago.,,
RD-00241,road,Segment B-241,41.97529,-87.53264,asphalt,45922,2025-05-17,4,8,94,Concrete spalling and exposed rebar found around deck edge and joint line. Distress concentrated near travel lane. Temporary patch applied this week.,mill and fill 2023-07-24; full-depth patch 2023-10-27,
RD-00242,road,Segment B-242,41.982143,-87.545991,concrete,37283,2025-01-29,3,11,65,Longitudinal cracking near wheel path with water ingress and patch separation. Distress concentrated near drain inlet area. Temporary patch applied last month.,mill and fill 2025-03-20,https://example.com/images/rd-00242_corrosion.jpg
RD-00243,road,Segment D-243,41.954829,-87.715297,concrete,18396,2025-03-04,4,11,69,Corrosion staining and section loss observed on bearing and steel members. Distress concentrated near shoulder edge. Temporary patch applied last month.,full-depth patch 2025-01-13,https://example.com/images/rd-00243_corrosion.jpg
RD-00244,road,Segment D-244,41.891337,-87.900315,composite,72870,2024-05-06,2,7,99,Corrosion staining and section loss observed on bearing and steel members. Distress concentrated near shoulder edge. Temporary patch applied this week.,,https://example.com/images/rd-00244_corrosion.jpg
RD-00245,road,Segment C-245,41.875701,-87.666733,asphalt,70903,2024-05-20,4,11,76,"Standing water, blocked inlets, and shoulder washout after rainfall events. Distress concentrated near wheel path. Temporary patch applied two weeks ago.",,
RD-00246,road,Segment B-246,41.842177,-87.775241,composite,68210,2025-03-02,4,12,57,Repeated pothole rebound after winter freeze-thaw and heavy truck traffic. Distress concentrated near travel lane. Temporary patch applied this week.,full-depth patch 2024-07-14; full-depth patch 2025-12-06; mill and fill 2025-06-12,
RD-00247,road,Segment A-247,41.841978,-87.54186,concrete,72311,2025-06-04,3,18,60,Longitudinal cracking near wheel path with water ingress and patch separation. Distress concentrated near wheel path. Temporary patch applied last month.,,
RD-00248,road,Segment D-248,41.880749,-87.70255,asphalt,36015,2024-06-04,2,8,84,Concrete spalling and exposed rebar found around deck edge and joint line. Distress concentrated near shoulder edge. Temporary patch applied this week.,seal coat 2025-04-28; full-depth patch 2023-12-05; drain rehab 2024-05-20,
RD-00249,road,Segment D-249,41.718713,-87.598753,concrete,6140,2024-05-16,2,9,61,Repeated pothole rebound after winter freeze-thaw and heavy truck traffic. Distress concentrated near travel lane. Temporary patch applied two weeks ago.,drain rehab 2024-02-25; mill and fill 2025-10-31; drain rehab 2023-08-05,
RD-00250,road,Segment D-250,41.928629,-87.56738,concrete,1992,2025-03-29,2,12,45,Corrosion staining and section loss observed on bearing and steel members. Distress concentrated near shoulder edge. Temporary patch applied this week.,,
RD-00251,road,Segment A-251,41.741732,-87.885357,concrete,48086,2023-11-30,4,20,13,Repeated pothole rebound after winter freeze-thaw and heavy truck traffic. Distress concentrated near travel lane. Temporary patch applied two weeks ago.,full-depth patch 2024-12-29,
RD-00252,road,Segment D-252,41.97554,-87.776471,concrete,42439,2024-05-11,6,11,91,Concrete spalling and exposed rebar found around deck edge and joint line. Distress concentrated near travel lane. Temporary patch applied last month.,drain rehab 2025-03-12; seal coat 2023-06-26,https://example.com/images/rd-00252_spalling.jpg
RD-00253,road,Segment B-253,41.706934,-87.869361,composite,58550,2024-07-20,6,14,63,Concrete spalling and exposed rebar found around deck edge and joint line. Distress concentrated near drain inlet area. Temporary patch applied this week.,seal coat 2024-09-08,https://example.com/images/rd-00253_drainage.jpg
RD-00254,road,Segment D-254,41.922028,-87.776254,concrete,56890,2024-12-10,5,15,68,Localized pavement settlement and subgrade void risk near utility crossing. Distress concentrated near travel lane. Temporary patch applied two weeks ago.,mill and fill 2024-04-12; seal coat 2023-07-06,
RD-00255,road,Segment D-255,41.785772,-87.698254,composite,54101,2024-10-11,3,12,54,Corrosion staining and section loss observed on bearing and steel members. Distress concentrated near drain inlet area. Temporary patch applied last month.,,https://example.com/images/rd-00255_fatigue.jpg
RD-00256,road,Segment B-256,41.899409,-87.7257,composite,89066,2025-07-08,5,19,58,Localized pavement settlement and subgrade void risk near utility crossing. Distress concentrated near wheel path. Temporary patch applied this week.,drain rehab 2023-06-11; full-depth patch 2023-07-21,https://example.com/images/rd-00256_fatigue.jpg
RD-00257,road,Segment D-257,41.76447,-87.676966,asphalt,30916,2026-02-11,5,11,43,"Standing water, blocked inlets, and shoulder washout after rainfall events. Distress concentrated near shoulder edge. Temporary patch applied this week.",mill and fill 2024-02-29,
RD-00258,road,Segment A-258,41.928042,-87.948005,concrete,2280,2024-12-28,5,8,42,"Standing water, blocked inlets, and shoulder washout after rainfall events. Distress concentrated near wheel path. Temporary patch applied two weeks ago.",,https://example.com/images/rd-00258_drainage.jpg
RD-00259,road,Segment D-259,41.775329,-87.755408,concrete,42117,2024-12-21,5,11,58,Expansion joint leakage accelerating deck and support deterioration. Distress concentrated near drain inlet area. Temporary patch applied this week.,full-depth patch 2024-03-26,https://example.com/images/rd-00259_joint.jpg
RD-00260,road,Segment A-260,41.696624,-87.861401,concrete,66928,2024-12-03,3,17,61,"Standing water, blocked inlets, and shoulder washout after rainfall events. Distress concentrated near drain inlet area. Temporary patch applied this week.",full-depth patch 2025-01-06,
RD-00261,road,Segment A-261,41.760878,-87.534437,concrete,3525,2025-08-22,2,7,66,Concrete spalling and exposed rebar found around deck edge and joint line. Distress concentrated near drain inlet area. Temporary patch applied two weeks ago.,seal coat 2025-11-14; seal coat 2024-09-08; seal coat 2024-08-23,
RD-00262,road,Segment B-262,41.84213,-87.851452,concrete,6825,2025-12-08,3,10,46,Localized pavement settlement and subgrade void risk near utility crossing. Distress concentrated near shoulder edge. Temporary patch applied last month.,drain rehab 2025-10-23; mill and fill 2025-10-02,
RD-00263,road,Segment A-263,41.926035,-87.567459,asphalt,58927,2025-09-14,3,10,72,Corrosion staining and section loss observed on bearing and steel members. Distress concentrated near shoulder edge. Temporary patch applied two weeks ago.,,https://example.com/images/rd-00263_washout.jpg
RD-00264,road,Segment D-264,42.049125,-87.530378,composite,36617,2023-12-07,2,10,60,Concrete spalling and exposed rebar found around deck edge and joint line. Distress concentrated near wheel path. Temporary patch applied last month.,seal coat 2024-07-08; seal coat 2024-01-12,
RD-00265,road,Segment C-265,41.680883,-87.917518,concrete,2077,2025-12-10,4,9,89,Concrete spalling and exposed rebar found around deck edge and joint line. Distress concentrated near travel lane. Temporary patch applied last month.,full-depth patch 2023-11-24; mill and fill 2023-12-31,https://example.com/images/rd-00265_drainage.jpg
RD-00266,road,Segment D-266,42.012335,-87.876366,composite,6173,2024-03-26,5,15,33,Concrete spalling and exposed rebar found around deck edge and joint line. Distress concentrated near wheel path. Temporary patch applied last month.,seal coat 2025-09-29,
RD-00267,road,Segment B-267,41.947632,-87.763402,asphalt,63024,2025-03-16,4,10,65,Expansion joint leakage accelerating deck and support deterioration. Distress concentrated near travel lane. Temporary patch applied last month.,seal coat 2025-12-03; seal coat 2025-07-03,
RD-00268,road,Segment A-268,41.729763,-87.932834,asphalt,21272,2024-02-08,2,11,56,"Standing water, blocked inlets, and shoulder washout after rainfall events. Distress concentrated near travel lane. Temporary patch applied two weeks ago.",drain rehab 2024-12-16,https://example.com/images/rd-00268_crack.jpg
RD-00269,road,Segment B-269,42.032659,-87.833234,asphalt,68209,2026-01-27,7,21,45,Deck delamination with hollow sound and moisture intrusion evidence. Distress concentrated near travel lane. Temporary patch applied two weeks ago.,drain rehab 2024-09-15,
RD-00270,road,Segment D-270,41.766653,-87.905747,composite,82545,2025-05-12,3,18,40,Longitudinal cracking near wheel path with water ingress and patch separation. Distress concentrated near drain inlet area. Temporary patch applied last month.,,
RD-00271,road,Segment A-271,41.836254,-87.926463,concrete,23799,2024-01-01,2,8,84,Longitudinal cracking near wheel path with water ingress and patch separation. Distress concentrated near shoulder edge. Temporary patch applied last month.,seal coat 2024-05-16,https://example.com/images/rd-00271_spalling.jpg
RD-00272,road,Segment D-272,41.67376,-87.67867,asphalt,23529,2026-01-21,5,10,71,"Standing water, blocked inlets, and shoulder washout after rainfall events. Distress concentrated near shoulder edge. Temporary patch applied this week.",,
RD-00273,road,Segment D-273,41.707192,-87.622076,composite,91621,2024-04-10,6,16,69,Deck delamination with hollow sound and moisture intrusion evidence. Distress concentrated near drain inlet area. Temporary patch applied two weeks ago.,drain rehab 2025-02-24,https://example.com/images/rd-00273_washout.jpg
RD-00274,road,Segment C-274,41.957813,-87.911684,concrete,16532,2025-11-19,2,9,70,Longitudinal cracking near wheel path with water ingress and patch separation. Distress concentrated near travel lane. Temporary patch applied this week.,,
RD-00275,road,Segment B-275,41.698359,-87.570931,asphalt,46551,2024-03-03,2,12,63,Localized pavement settlement and subgrade void risk near utility crossing. Distress concentrated near wheel path. Temporary patch applied this week.,drain rehab 2024-09-09; seal coat 2023-07-28; mill and fill 2025-08-12,https://example.com/images/rd-00275_crack.jpg
RD-00276,road,Segment A-276,41.709968,-87.694981,composite,41226,2024-07-30,2,12,84,Deck delamination with hollow sound and moisture intrusion evidence. Distress concentrated near drain inlet area. Temporary patch applied last month.,drain rehab 2023-10-21; drain rehab 2023-06-23,
RD-00277,road,Segment D-277,41.816255,-87.871305,composite,38579,2025-05-20,5,17,40,Expansion joint leakage accelerating deck and support deterioration. Distress concentrated near drain inlet area. Temporary patch applied last month.,seal coat 2025-05-05; full-depth patch 2023-11-03,
RD-00278,road,Segment C-278,41.851416,-87.911758,concrete,62397,2025-11-30,6,16,63,"Standing water, blocked inlets, and shoulder washout after rainfall events. Distress concentrated near wheel path. Temporary patch applied last month.",seal coat 2025-06-25; seal coat 2026-01-17; full-depth patch 2024-11-28,
RD-00279,road,Segment A-279,41.704496,-87.930473,composite,87331,2024-03-28,3,17,70,Repeated pothole rebound after winter freeze-thaw and heavy truck traffic. Distress concentrated near travel lane. Temporary patch applied two weeks ago.,,
RD-00280,road,Segment D-280,41.794045,-87.597486,concrete,90227,2025-01-24,3,19,63,Concrete spalling and exposed rebar found around deck edge and joint line. Distress concentrated near travel lane. Temporary patch applied two weeks ago.,mill and fill 2024-07-03,
RD-00281,road,Segment A-281,41.99737,-87.938708,concrete,92782,2024-01-14,3,20,42,"Standing water, blocked inlets, and shoulder washout after rainfall events. Distress concentrated near wheel path. Temporary patch applied this week.",seal coat 2023-07-14,https://example.com/images/rd-00281_spalling.jpg
RD-00282,road,Segment C-282,41.932087,-87.8064,concrete,80137,2024-08-07,4,21,51,Concrete spalling and exposed rebar found around deck edge and joint line. Distress concentrated near drain inlet area. Temporary patch applied last month.,,
RD-00283,road,Segment D-283,42.004242,-87.527688,asphalt,87653,2023-12-28,6,14,64,Localized pavement settlement and subgrade void risk near utility crossing. Distress concentrated near wheel path. Temporary patch applied two weeks ago.,seal coat 2023-07-11; mill and fill 2024-07-11; mill and fill 2024-09-12,
RD-00284,road,Segment A-284,41.856513,-87.759755,concrete,8669,2024-06-18,4,10,72,Localized pavement settlement and subgrade void risk near utility crossing. Distress concentrated near shoulder edge. Temporary patch applied last month.,drain rehab 2024-10-02; mill and fill 2025-07-24,
RD-00285,road,Segment B-285,41.960417,-87.628538,asphalt,38502,2024-05-10,5,10,93,Localized pavement settlement and subgrade void risk near utility crossing. Distress concentrated near travel lane. Temporary patch applied this week.,full-depth patch 2024-05-13; drain rehab 2023-09-23,
RD-00286,road,Segment A-286,41.977893,-87.683799,concrete,88426,2026-02-24,6,15,82,Repeated pothole rebound after winter freeze-thaw and heavy truck traffic. Distress concentrated near wheel path. Temporary patch applied this week.,,
RD-00287,road,Segment A-287,42.045637,-87.821898,composite,50564,2025-01-07,5,9,70,Expansion joint leakage accelerating deck and support deterioration. Distress concentrated near drain inlet area. Temporary patch applied two weeks ago.,,https://example.com/images/rd-00287_joint.jpg
RD-00288,road,Segment C-288,41.886458,-87.676619,composite,54725,2026-02-02,1,8,85,Repeated pothole rebound after winter freeze-thaw and heavy truck traffic. Distress concentrated near travel lane. Temporary patch applied this week.,mill and fill 2024-11-05,
RD-00289,road,Segment A-289,41.66392,-87.543335,composite,17428,2025-06-17,2,6,81,Deck delamination with hollow sound and moisture intrusion evidence. Distress concentrated near travel lane. Temporary patch applied last month.,seal coat 2024-09-14; seal coat 2025-05-22; seal coat 2024-02-04,https://example.com/images/rd-00289_corrosion.jpg
RD-00290,road,Segment D-290,41.76157,-87.748272,asphalt,63173,2025-06-09,4,8,81,Corrosion staining and section loss observed on bearing and steel members. Distress concentrated near drain inlet area. Temporary patch applied two weeks ago.,seal coat 2024-10-03; mill and fill 2024-04-06,https://example.com/images/rd-00290_crack.jpg
RD-00291,road,Segment D-291,41.739229,-87.733982,asphalt,21581,2025-01-15,4,13,47,Localized pavement settlement and subgrade void risk near utility crossing. Distress concentrated near wheel path. Temporary patch applied this week.,drain rehab 2023-09-18,https://example.com/images/rd-00291_pothole.jpg
RD-00292,road,Segment B-292,41.671799,-87.856497,composite,28247,2025-04-11,3,11,70,Deck delamination with hollow sound and moisture intrusion evidence. Distress concentrated near drain inlet area. Temporary patch applied last month.,,
RD-00293,road,Segment D-293,41.814782,-87.885297,composite,85831,2025-11-24,6,16,48,Longitudinal cracking near wheel path with water ingress and patch separation. Distress concentrated near shoulder edge. Temporary patch applied two weeks ago.,mill and fill 2023-06-10; full-depth patch 2023-08-28,
RD-00294,road,Segment C-294,41.944836,-87.837457,concrete,16597,2023-12-04,3,8,53,Localized pavement settlement and subgrade void risk near utility crossing. Distress concentrated near shoulder edge. Temporary patch applied this week.,,
RD-00295,road,Segment D-295,42.021453,-87.705522,composite,47044,2023-12-20,4,12,48,Concrete spalling and exposed rebar found around deck edge and joint line. Distress concentrated near shoulder edge. Temporary patch applied two weeks ago.,,
RD-00296,road,Segment B-296,41.738329,-87.907674,asphalt,66101,2024-03-23,4,16,75,Deck delamination with hollow sound and moisture intrusion evidence. Distress concentrated near travel lane. Temporary patch applied last month.,drain rehab 2025-11-23; mill and fill 2026-01-02,https://example.com/images/rd-00296_corrosion.jpg
RD-00297,road,Segment C-297,41.987246,-87.525879,asphalt,93907,2024-07-20,3,13,62,Repeated pothole rebound after winter freeze-thaw and heavy truck traffic. Distress concentrated near wheel path. Temporary patch applied this week.,,https://example.com/images/rd-00297_pothole.jpg
RD-00298,road,Segment B-298,41.666511,-87.646434,asphalt,17601,2026-02-20,6,12,47,Expansion joint leakage accelerating deck and support deterioration. Distress concentrated near drain inlet area. Temporary patch applied this week.,seal coat 2023-08-25; seal coat 2025-12-19; drain rehab 2026-01-08,https://example.com/images/rd-00298_crack.jpg
RD-00299,road,Segment C-299,41.935135,-87.825749,composite,68876,2024-01-03,5,13,41,"Standing water, blocked inlets, and shoulder washout after rainfall events. Distress concentrated near shoulder edge. Temporary patch applied last month.",seal coat 2024-03-23; full-depth patch 2025-06-11,https://example.com/images/rd-00299_washout.jpg
RD-00300,road,Segment D-300,41.990527,-87.746437,concrete,76807,2025-11-27,5,13,75,Expansion joint leakage accelerating deck and support deterioration. Distress concentrated near wheel path. Temporary patch applied this week.,,
RD-00301,road,Segment D-301,41.915774,-87.895828,composite,59825,2025-06-03,5,20,22,Deck delamination with hollow sound and moisture intrusion evidence. Distress concentrated near shoulder edge. Temporary patch applied this week.,full-depth patch 2023-11-30; drain rehab 2026-01-01; seal coat 2024-08-31,
RD-00302,road,Segment A-302,41.754389,-87.92692,composite,16337,2025-09-03,4,11,52,Deck delamination with hollow sound and moisture intrusion evidence. Distress concentrated near drain inlet area. Temporary patch applied this week.,,https://example.com/images/rd-00302_pothole.jpg
RD-00303,road,Segment D-303,41.754648,-87.91984,concrete,31425,2025-01-10,3,7,68,Concrete spalling and exposed rebar found around deck edge and joint line. Distress concentrated near travel lane. Temporary patch applied last month.,full-depth patch 2025-09-17; drain rehab 2024-10-17,
RD-00304,road,Segment D-304,41.939189,-87.896564,composite,30779,2024-04-13,3,9,74,Corrosion staining and section loss observed on bearing and steel members. Distress concentrated near travel lane. Temporary patch applied two weeks ago.,,
RD-00305,road,Segment C-305,42.040572,-87.584162,concrete,76177,2026-01-31,3,12,62,Expansion joint leakage accelerating deck and support deterioration. Distress concentrated near wheel path. Temporary patch applied this week.,drain rehab 2024-06-16,https://example.com/images/rd-00305_joint.jpg
RD-00306,road,Segment C-306,41.956095,-87.668641,asphalt,59173,2025-03-10,3,12,63,"Standing water, blocked inlets, and shoulder washout after rainfall events. Distress concentrated near drain inlet area. Temporary patch applied last month.",mill and fill 2024-06-03; drain rehab 2023-11-22,
RD-00307,road,Segment D-307,41.657787,-87.861443,composite,31687,2023-11-25,2,9,69,Corrosion staining and section loss observed on bearing and steel members. Distress concentrated near drain inlet area. Temporary patch applied two weeks ago.,full-depth patch 2024-07-25; full-depth patch 2025-12-27,https://example.com/images/rd-00307_corrosion.jpg
RD-00308,road,Segment B-308,41.689433,-87.662871,asphalt,37481,2025-08-23,4,11,64,Deck delamination with hollow sound and moisture intrusion evidence. Distress concentrated near travel lane. Temporary patch applied last month.,full-depth patch 2025-01-01,
RD-00309,road,Segment A-309,41.709112,-87.914286,concrete,29668,2026-01-12,5,17,41,Expansion joint leakage accelerating deck and support deterioration. Distress concentrated near travel lane. Temporary patch applied last month.,mill and fill 2023-12-13; full-depth patch 2024-05-01; drain rehab 2024-01-13,https://example.com/images/rd-00309_crack.jpg
RD-00310,road,Segment C-310,41.758421,-87.803159,asphalt,66405,2025-02-26,5,14,60,Corrosion staining and section loss observed on bearing and steel members. Distress concentrated near travel lane. Temporary patch applied two weeks ago.,full-depth patch 2024-05-23; seal coat 2024-12-24,
RD-00311,road,Segment B-311,41.824099,-87.629681,concrete,94435,2024-10-15,4,11,80,Deck delamination with hollow sound and moisture intrusion evidence. Distress concentrated near drain inlet area. Temporary patch applied this week.,,
RD-00312,road,Segment D-312,41.721074,-87.642113,concrete,23820,2025-02-02,3,11,84,Repeated pothole rebound after winter freeze-thaw and heavy truck traffic. Distress concentrated near shoulder edge. Temporary patch applied this week.,mill and fill 2024-03-20; seal coat 2024-05-15; seal coat 2025-09-18,
RD-00313,road,Segment D-313,41.811822,-87.798711,composite,16755,2023-11-11,3,10,55,Corrosion staining and section loss observed on bearing and steel members. Distress concentrated near travel lane. Temporary patch applied two weeks ago.,mill and fill 2024-07-01,https://example.com/images/rd-00313_corrosion.jpg
RD-00314,road,Segment C-314,41.903292,-87.829313,composite,10164,2023-12-28,6,14,61,Concrete spalling and exposed rebar found around deck edge and joint line. Distress concentrated near travel lane. Temporary patch applied two weeks ago.,seal coat 2023-10-21,
RD-00315,road,Segment D-315,41.883315,-87.624429,asphalt,39446,2025-02-07,3,10,89,"Standing water, blocked inlets, and shoulder washout after rainfall events. Distress concentrated near drain inlet area. Temporary patch applied two weeks ago.",mill and fill 2024-10-24,
RD-00316,road,Segment D-316,41.999962,-87.581032,concrete,57997,2024-09-02,4,18,52,Localized pavement settlement and subgrade void risk near utility crossing. Distress concentrated near travel lane. Temporary patch applied this week.,,
RD-00317,road,Segment C-317,42.018419,-87.766393,asphalt,37587,2023-12-20,5,12,75,Concrete spalling and exposed rebar found around deck edge and joint line. Distress concentrated near wheel path. Temporary patch applied this week.,drain rehab 2024-06-17,
RD-00318,road,Segment C-318,42.044173,-87.91555,asphalt,46557,2024-02-29,2,10,74,Corrosion staining and section loss observed on bearing and steel members. Distress concentrated near travel lane. Temporary patch applied this week.,full-depth patch 2025-04-02; drain rehab 2026-02-19; seal coat 2026-02-06,
RD-00319,road,Segment A-319,41.739358,-87.899527,concrete,88785,2024-02-19,4,18,65,Concrete spalling and exposed rebar found around deck edge and joint line. Distress concentrated near drain inlet area. Temporary patch applied two weeks ago.,,https://example.com/images/rd-00319_drainage.jpg
RD-00320,road,Segment A-320,41.820834,-87.720861,concrete,51444,2025-12-03,4,13,68,"Standing water, blocked inlets, and shoulder washout after rainfall events. Distress concentrated near wheel path. Temporary patch applied this week.",,
RD-00321,road,Segment A-321,41.885077,-87.901676,concrete,7235,2025-10-12,4,7,98,Repeated pothole rebound after winter freeze-thaw and heavy truck traffic. Distress concentrated near shoulder edge. Temporary patch applied two weeks ago.,,
RD-00322,road,Segment C-322,41.675551,-87.525377,composite,63098,2024-07-14,4,13,64,Deck delamination with hollow sound and moisture intrusion evidence. Distress concentrated near travel lane. Temporary patch applied last month.,full-depth patch 2024-07-14; mill and fill 2025-03-12; full-depth patch 2024-10-09,
RD-00323,road,Segment B-323,41.881862,-87.932667,concrete,81235,2025-07-12,4,10,99,Longitudinal cracking near wheel path with water ingress and patch separation. Distress concentrated near travel lane. Temporary patch applied two weeks ago.,,
RD-00324,road,Segment C-324,42.009196,-87.674928,asphalt,3249,2025-05-18,4,13,24,Localized pavement settlement and subgrade void risk near utility crossing. Distress concentrated near shoulder edge. Temporary patch applied this week.,,
RD-00325,road,Segment D-325,42.037068,-87.771109,concrete,92928,2025-09-04,6,13,90,Longitudinal cracking near wheel path with water ingress and patch separation. Distress concentrated near drain inlet area. Temporary patch applied last month.,full-depth patch 2025-11-01; mill and fill 2025-07-05; full-depth patch 2025-11-19,
RD-00326,road,Segment D-326,41.860638,-87.797011,composite,13648,2024-03-01,4,7,69,Corrosion staining and section loss observed on bearing and steel members. Distress concentrated near drain inlet area. Temporary patch applied this week.,seal coat 2025-02-14; mill and fill 2024-05-22,https://example.com/images/rd-00326_pothole.jpg
