asset_id,asset_type,name,lat,lon,year_built,material,avg_daily_traffic,deck_rating,superstructure_rating,substructure_rating,last_inspection_date,inspection_notes,repair_history,images
BRG-0092,bridge,Central Span 92,41.946409,-87.857986,2018,reinforced_concrete,74075,3,8,5,2025-12-20,"Standing water, blocked inlets, and shoulder washout after rainfall events. Field crew noted recurring pattern after heavy rain. Follow-up inspection recommended within 14 days.",deck patch 2022-08-02; joint seal 2025-08-07; bearing maintenance 2023-07-07,https://example.com/images/brg-0092_spalling.jpg
BRG-0093,bridge,West Span 93,41.806832,-87.547936,2010,reinforced_concrete,128160,4,3,5,2026-01-29,"Standing water, blocked inlets, and shoulder washout after rainfall events. Field crew noted recurring pattern during peak load period. Follow-up inspection recommended within 45 days.",deck patch 2023-10-27,https://example.com/images/brg-0093_pothole.jpg|https://example.com/images/brg-0093_washout.jpg
BRG-0094,bridge,South Span 94,42.02401,-87.536284,1987,steel,12821,7,8,6,2026-01-05,Expansion joint leakage accelerating deck and support deterioration. Field crew noted recurring pattern during freeze-thaw cycle. Follow-up inspection recommended within 45 days.,deck patch 2023-05-03; bearing maintenance 2025-01-30,https://example.com/images/brg-0094_drainage.jpg
BRG-0095,bridge,South Span 95,41.942013,-87.60997,1974,steel,49004,3,4,4,2025-09-14,Pier scour concerns from high-flow channel migration and undermining signs. Field crew noted recurring pattern during peak load period. Follow-up inspection recommended within 14 days.,,
BRG-0096,bridge,West Span 96,41.746922,-87.848726,1984,prestressed_concrete,89409,6,4,8,2026-02-23,Fatigue cracking at welded detail under repeated heavy axle loading. Field crew noted recurring pattern during peak load period. Follow-up inspection recommended within 14 days.,,
BRG-0097,bridge,Central Span 97,41.923019,-87.675354,1987,reinforced_concrete,99349,4,4,6,2025-04-24,Pier scour concerns from high-flow channel migration and undermining signs. Field crew noted recurring pattern during peak load period. Follow-up inspection recommended within 45 days.,deck patch 2024-10-10; joint seal 2023-03-20; bearing maintenance 2025-09-22,https://example.com/images/brg-0097_corrosion.jpg
BRG-0098,bridge,Central Span 98,41.70746,-87.582571,2006,composite,33471,6,4,3,2025-06-23,Deck delamination with hollow sound and moisture intrusion evidence. Field crew noted recurring pattern after heavy rain. Follow-up inspection recommended within 30 days.,,
BRG-0099,bridge,East Span 99,41.915835,-87.817487,1952,composite,106795,5,5,6,2025-07-27,Concrete spalling and exposed rebar found around deck edge and joint line. Field crew noted recurring pattern during peak load period. Follow-up inspection recommended within 14 days.,drain clearing 2025-12-26,https://example.com/images/brg-0099_washout.jpg
BRG-0100,bridge,South Span 100,41.8239,-87.555641,1998,reinforced_concrete,101473,6,9,8,2025-05-28,Fatigue cracking at welded detail under repeated heavy axle loading. Field crew noted recurring pattern after heavy rain. Follow-up inspection recommended within 14 days.,deck patch 2024-11-29; joint seal 2024-06-27,https://example.com/images/brg-0100_washout.jpg
BRG-0101,bridge,North Span 101,41.828856,-87.883298,1974,reinforced_concrete,32581,8,6,3,2026-02-20,"Standing water, blocked inlets, and shoulder washout after rainfall events. Field crew noted recurring pattern after heavy rain. Follow-up inspection recommended within 14 days.",joint seal 2024-10-15; joint seal 2023-11-28,
BRG-0102,bridge,South Span 102,41.846597,-87.825617,1990,composite,87060,3,6,9,2025-03-27,"Standing water, blocked inlets, and shoulder washout after rainfall events. Field crew noted recurring pattern during freeze-thaw cycle. Follow-up inspection recommended within 30 days.",,
BRG-0103,bridge,North Span 103,41.867899,-87.92984,1994,composite,102917,6,4,5,2025-08-20,Deck delamination with hollow sound and moisture intrusion evidence. Field crew noted recurring pattern after heavy rain. Follow-up inspection recommended within 14 days.,deck patch 2023-07-26; drain clearing 2023-10-29; deck patch 2023-12-26,
BRG-0104,bridge,South Span 104,41.987325,-87.91024,1974,reinforced_concrete,16510,6,5,8,2025-04-26,Concrete spalling and exposed rebar found around deck edge and joint line. Field crew noted recurring pattern after heavy rain. Follow-up inspection recommended within 45 days.,deck patch 2023-06-23; bearing maintenance 2024-06-18; deck patch 2025-02-04,https://example.com/images/brg-0104_fatigue.jpg
BRG-0105,bridge,Central Span 105,41.802619,-87.847088,1991,composite,77202,4,7,5,2025-06-11,Deck delamination with hollow sound and moisture intrusion evidence. Field crew noted recurring pattern after heavy rain. Follow-up inspection recommended within 45 days.,deck patch 2024-01-31; drain clearing 2025-11-27,https://example.com/images/brg-0105_spalling.jpg
BRG-0106,bridge,North Span 106,41.761029,-87.865638,1979,steel,102572,6,4,5,2025-05-23,Fatigue cracking at welded detail under repeated heavy axle loading. Field crew noted recurring pattern during freeze-thaw cycle. Follow-up inspection recommended within 30 days.,drain clearing 2023-07-31; bearing maintenance 2025-03-19; drain clearing 2025-02-17,https://example.com/images/brg-0106_pothole.jpg
BRG-0107,bridge,North Span 107,41.953379,-87.772671,1979,prestressed_concrete,20817,5,5,4,2025-04-18,Deck delamination with hollow sound and moisture intrusion evidence. Field crew noted recurring pattern during peak load period. Follow-up inspection recommended within 30 days.,,
BRG-0108,bridge,South Span 108,41.859653,-87.826724,2014,prestressed_concrete,115872,5,7,2,2026-01-05,Corrosion staining and section loss observed on bearing and steel members. Field crew noted recurring pattern after heavy rain. Follow-up inspection recommended within 14 days.,bearing maintenance 2024-08-30; joint seal 2024-01-26,
BRG-0109,bridge,North Span 109,41.920457,-87.585417,1954,prestressed_concrete,27510,4,6,3,2025-03-06,Concrete spalling and exposed rebar found around deck edge and joint line. Field crew noted recurring pattern during freeze-thaw cycle. Follow-up inspection recommended within 30 days.,joint seal 2023-03-15; deck patch 2024-12-23,https://example.com/images/brg-0109_fatigue.jpg
BRG-0110,bridge,North Span 110,42.008718,-87.707691,1954,prestressed_concrete,50016,6,7,5,2025-11-14,Corrosion staining and section loss observed on bearing and steel members. Field crew noted recurring pattern during peak load period. Follow-up inspection recommended within 30 days.,deck patch 2023-01-01; drain clearing 2022-05-14,https://example.com/images/brg-0110_spalling.jpg
BRG-0111,bridge,South Span 111,41.662016,-87.762052,1959,composite,92284,3,4,2,2025-09-14,Expansion joint leakage accelerating deck and support deterioration. Field crew noted recurring pattern during freeze-thaw cycle. Follow-up inspection recommended within 30 days.,,
BRG-0112,bridge,South Span 112,41.675135,-87.683995,1981,steel,22269,3,6,6,2025-03-01,Corrosion staining and section loss observed on bearing and steel members. Field crew noted recurring pattern during peak load period. Follow-up inspection recommended within 30 days.,joint seal 2026-02-18,https://example.com/images/brg-0112_crack.jpg
BRG-0113,bridge,South Span 113,41.716831,-87.756997,2015,prestressed_concrete,109966,6,6,4,2025-09-15,Longitudinal cracking near wheel path with water ingress and patch separation. Field crew noted recurring pattern during freeze-thaw cycle. Follow-up inspection recommended within 30 days.,deck patch 2022-12-15,
BRG-0114,bridge,East Span 114,41.763464,-87.737957,1958,composite,46832,5,3,6,2025-06-26,Fatigue cracking at welded detail under repeated heavy axle loading. Field crew noted recurring pattern during freeze-thaw cycle. Follow-up inspection recommended within 14 days.,deck patch 2023-08-06; deck patch 2024-06-15,https://example.com/images/brg-0114_joint.jpg|https://example.com/images/brg-0114_washout.jpg
BRG-0115,bridge,Central Span 115,41.777242,-87.599346,1967,steel,81757,4,9,6,2025-08-09,Expansion joint leakage accelerating deck and support deterioration. Field crew noted recurring pattern during peak load period. Follow-up inspection recommended within 45 days.,deck patch 2024-05-02; bearing maintenance 2023-12-17; joint seal 2023-01-01,
BRG-0116,bridge,Central Span 116,42.030732,-87.751502,1976,composite,117938,7,6,3,2026-01-24,Deck delamination with hollow sound and moisture intrusion evidence. Field crew noted recurring pattern after heavy rain. Follow-up inspection recommended within 45 days.,deck patch 2023-10-16; joint seal 2023-08-24,
BRG-0117,bridge,Central Span 117,41.862895,-87.60999,1996,reinforced_concrete,25277,6,6,5,2025-04-21,Pier scour concerns from high-flow channel migration and undermining signs. Field crew noted recurring pattern during freeze-thaw cycle. Follow-up inspection recommended within 30 days.,,
BRG-0118,bridge,East Span 118,41.822769,-87.781812,2014,steel,42516,4,5,6,2026-01-06,Pier scour concerns from high-flow channel migration and undermining signs. Field crew noted recurring pattern after heavy rain. Follow-up inspection recommended within 14 days.,deck patch 2024-03-17; bearing maintenance 2023-08-11; drain clearing 2024-03-17,https://example.com/images/brg-0118_fatigue.jpg
BRG-0119,bridge,Central Span 119,41.763108,-87.60162,1964,reinforced_concrete,8920,7,3,5,2025-02-14,Corrosion staining and section loss observed on bearing and steel members. Field crew noted recurring pattern during peak load period. Follow-up inspection recommended within 14 days.,drain clearing 2024-11-11; deck patch 2025-02-12,https://example.com/images/brg-0119_washout.jpg
BRG-0120,bridge,East Span 120,41.824326,-87.765292,1950,composite,59307,4,6,8,2026-01-27,Concrete spalling and exposed rebar found around deck edge and joint line. Field crew noted recurring pattern during peak load period. Follow-up inspection recommended within 14 days.,drain clearing 2025-07-10,https://example.com/images/brg-0120_fatigue.jpg
BRG-0121,bridge,West Span 121,41.890636,-87.697588,1994,composite,95270,7,3,7,2025-09-29,Concrete spalling and exposed rebar found around deck edge and joint line. Field crew noted recurring pattern during peak load period. Follow-up inspection recommended within 14 days.,bearing maintenance 2025-07-04,
BRG-0122,bridge,North Span 122,41.884535,-87.702833,2004,prestressed_concrete,51694,3,3,6,2025-04-04,Corrosion staining and section loss observed on bearing and steel members. Field crew noted recurring pattern during freeze-thaw cycle. Follow-up inspection recommended within 30 days.,,
BRG-0123,bridge,North Span 123,42.030255,-87.741618,1974,prestressed_concrete,103648,7,5,3,2025-07-31,Deck delamination with hollow sound and moisture intrusion evidence. Field crew noted recurring pattern during freeze-thaw cycle. Follow-up inspection recommended within 14 days.,,https://example.com/images/brg-0123_drainage.jpg
BRG-0124,bridge,North Span 124,41.732186,-87.825872,2008,composite,132843,5,4,5,2026-01-01,Fatigue cracking at welded detail under repeated heavy axle loading. Field crew noted recurring pattern during peak load period. Follow-up inspection recommended within 14 days.,deck patch 2023-10-12; deck patch 2024-06-29,
BRG-0125,bridge,South Span 125,41.994769,-87.899524,1980,prestressed_concrete,58018,6,3,4,2025-04-11,Corrosion staining and section loss observed on bearing and steel members. Field crew noted recurring pattern during peak load period. Follow-up inspection recommended within 14 days.,joint seal 2022-12-19,
BRG-0126,bridge,West Span 126,42.04139,-87.824167,1984,composite,27962,7,7,8,2025-08-02,Expansion joint leakage accelerating deck and support deterioration. Field crew noted recurring pattern during peak load period. Follow-up inspection recommended within 14 days.,deck patch 2025-05-05,
BRG-0127,bridge,South Span 127,41.69829,-87.678067,2003,composite,101349,3,6,6,2025-06-10,Expansion joint leakage accelerating deck and support deterioration. Field crew noted recurring pattern during peak load period. Follow-up inspection recommended within 30 days.,bearing maintenance 2022-11-25; joint seal 2023-08-05,https://example.com/images/brg-0127_joint.jpg|https://example.com/images/brg-0127_washout.jpg
BRG-0128,bridge,South Span 128,41.978188,-87.737273,1991,composite,77342,5,4,7,2025-05-15,Fatigue cracking at welded detail under repeated heavy axle loading. Field crew noted recurring pattern during peak load period. Follow-up inspection recommended within 14 days.,,https://example.com/images/brg-0128_fatigue.jpg
BRG-0129,bridge,Central Span 129,41.827172,-87.52351,2004,reinforced_concrete,56036,9,5,7,2025-10-11,Fatigue cracking at welded detail under repeated heavy axle loading. Field crew noted recurring pattern during freeze-thaw cycle. Follow-up inspection recommended within 14 days.,deck patch 2025-11-14; bearing maintenance 2024-11-06; joint seal 2025-08-18,
BRG-0130,bridge,East Span 130,41.852972,-87.758621,1951,prestressed_concrete,93065,4,7,1,2025-07-27,Corrosion staining and section loss observed on bearing and steel members. Field crew noted recurring pattern during freeze-thaw cycle. Follow-up inspection recommended within 14 days.,,https://example.com/images/brg-0130_crack.jpg
BRG-0131,bridge,North Span 131,42.001205,-87.891034,1967,steel,40448,7,6,5,2025-09-02,"Standing water, blocked inlets, and shoulder washout after rainfall events. Field crew noted recurring pattern during peak load period. Follow-up inspection recommended within 45 days.",,https://example.com/images/brg-0131_corrosion.jpg
BRG-0132,bridge,North Span 132,41.697405,-87.897042,1999,prestressed_concrete,95152,5,7,5,2025-12-19,Expansion joint leakage accelerating deck and support deterioration. Field crew noted recurring pattern during peak load period. Follow-up inspection recommended within 14 days.,,https://example.com/images/brg-0132_drainage.jpg
BRG-0133,bridge,East Span 133,41.724233,-87.689021,1974,reinforced_concrete,105695,5,6,9,2025-06-20,Concrete spalling and exposed rebar found around deck edge and joint line. Field crew noted recurring pattern after heavy rain. Follow-up inspection recommended within 30 days.,joint seal 2024-02-20,https://example.com/images/brg-0133_washout.jpg
BRG-0134,bridge,South Span 134,41.952718,-87.539585,1959,reinforced_concrete,7375,3,5,5,2025-11-10,Longitudinal cracking near wheel path with water ingress and patch separation. Field crew noted recurring pattern during freeze-thaw cycle. Follow-up inspection recommended within 45 days.,drain clearing 2023-10-15; drain clearing 2025-09-13; deck patch 2024-08-09,
BRG-0135,bridge,Central Span 135,41.85992,-87.781985,1958,prestressed_concrete,84309,4,2,6,2026-01-15,Concrete spalling and exposed rebar found around deck edge and joint line. Field crew noted recurring pattern during freeze-thaw cycle. Follow-up inspection recommended within 45 days.,deck patch 2025-06-29; deck patch 2026-02-05,
BRG-0136,bridge,Central Span 136,41.708455,-87.89542,1984,steel,33947,5,5,5,2025-07-24,Concrete spalling and exposed rebar found around deck edge and joint line. Field crew noted recurring pattern during freeze-thaw cycle. Follow-up inspection recommended within 45 days.,joint seal 2023-05-19; bearing maintenance 2025-11-07; deck patch 2024-02-06,
BRG-0137,bridge,North Span 137,41.733646,-87.731205,1955,prestressed_concrete,6221,5,7,5,2026-02-10,Pier scour concerns from high-flow channel migration and undermining signs. Field crew noted recurring pattern after heavy rain. Follow-up inspection recommended within 30 days.,,https://example.com/images/brg-0137_joint.jpg
BRG-0138,bridge,East Span 138,41.688954,-87.66047,1956,reinforced_concrete,50014,6,6,7,2026-02-05,Concrete spalling and exposed rebar found around deck edge and joint line. Field crew noted recurring pattern during freeze-thaw cycle. Follow-up inspection recommended within 30 days.,bearing maintenance 2025-09-05; drain clearing 2026-02-12,
BRG-0139,bridge,East Span 139,41.83021,-87.695573,2013,steel,54228,5,3,6,2025-08-03,"Standing water, blocked inlets, and shoulder washout after rainfall events. Field crew noted recurring pattern during peak load period. Follow-up inspection recommended within 30 days.",joint seal 2024-04-13; drain clearing 2024-06-09; deck patch 2023-03-11,https://example.com/images/brg-0139_spalling.jpg
BRG-0140,bridge,East Span 140,41.657999,-87.850467,2016,composite,111280,4,5,4,2026-01-16,Concrete spalling and exposed rebar found around deck edge and joint line. Field crew noted recurring pattern during peak load period. Follow-up inspection recommended within 14 days.,joint seal 2022-11-04; joint seal 2023-09-22,https://example.com/images/brg-0140_corrosion.jpg
BRG-0141,bridge,North Span 141,41.927297,-87.633798,1990,steel,121687,5,6,6,2025-05-05,Corrosion staining and section loss observed on bearing and steel members. Field crew noted recurring pattern after heavy rain. Follow-up inspection recommended within 14 days.,drain clearing 2025-06-26; bearing maintenance 2024-12-30,
BRG-0142,bridge,North Span 142,41.704622,-87.654996,1955,steel,59366,8,6,4,2026-01-13,"Standing water, blocked inlets, and shoulder washout after rainfall events. Field crew noted recurring pattern during freeze-thaw cycle. Follow-up inspection recommended within 30 days.",bearing maintenance 2024-09-14; joint seal 2023-11-23; deck patch 2025-08-19,https://example.com/images/brg-0142_crack.jpg
BRG-0143,bridge,West Span 143,41.980453,-87.527496,1966,steel,54939,6,4,4,2025-05-06,Expansion joint leakage accelerating deck and support deterioration. Field crew noted recurring pattern after heavy rain. Follow-up inspection recommended within 14 days.,drain clearing 2025-06-10,https://example.com/images/brg-0143_joint.jpg
BRG-0144,bridge,Central Span 144,41.708876,-87.70323,2000,reinforced_concrete,133056,4,8,6,2025-12-02,"Standing water, blocked inlets, and shoulder washout after rainfall events. Field crew noted recurring pattern after heavy rain. Follow-up inspection recommended within 30 days.",,https://example.com/images/brg-0144_pothole.jpg
BRG-0145,bridge,East Span 145,41.905384,-87.735477,2011,steel,18985,7,6,4,2025-06-04,Longitudinal cracking near wheel path with water ingress and patch separation. Field crew noted recurring pattern during freeze-thaw cycle. Follow-up inspection recommended within 45 days.,drain clearing 2024-03-26; bearing maintenance 2023-12-26; deck patch 2026-01-06,
BRG-0146,bridge,West Span 146,41.971548,-87.747176,1995,prestressed_concrete,64017,6,6,5,2025-03-29,Expansion joint leakage accelerating deck and support deterioration. Field crew noted recurring pattern during peak load period. Follow-up inspection recommended within 45 days.,,https://example.com/images/brg-0146_corrosion.jpg
BRG-0147,bridge,South Span 147,42.023434,-87.523637,1972,composite,49163,5,7,5,2025-05-02,Fatigue cracking at welded detail under repeated heavy axle loading. Field crew noted recurring pattern during peak load period. Follow-up inspection recommended within 45 days.,,https://example.com/images/brg-0147_fatigue.jpg
BRG-0148,bridge,South Span 148,41.655565,-87.925848,1978,reinforced_concrete,8224,4,5,6,2025-04-20,Corrosion staining and section loss observed on bearing and steel members. Field crew noted recurring pattern during freeze-thaw cycle. Follow-up inspection recommended within 45 days.,,https://example.com/images/brg-0148_joint.jpg
BRG-0149,bridge,East Span 149,41.95749,-87.586013,1996,prestressed_concrete,22013,2,8,5,2025-09-27,Corrosion staining and section loss observed on bearing and steel members. Field crew noted recurring pattern after heavy rain. Follow-up inspection recommended within 45 days.,drain clearing 2022-07-10; deck patch 2023-01-05; bearing maintenance 2024-11-28,
BRG-0150,bridge,East Span 150,41.692213,-87.636603,2000,composite,11488,6,6,7,2025-04-21,Concrete spalling and exposed rebar found around deck edge and joint line. Field crew noted recurring pattern during freeze-thaw cycle. Follow-up inspection recommended within 14 days.,deck patch 2024-03-20,https://example.com/images/brg-0150_crack.jpg
BRG-0151,bridge,North Span 151,41.644672,-87.859836,1958,prestressed_concrete,94876,5,6,7,2025-02-18,Corrosion staining and section loss observed on bearing and steel members. Field crew noted recurring pattern during freeze-thaw cycle. Follow-up inspection recommended within 30 days.,drain clearing 2025-08-05; deck patch 2025-04-01,https://example.com/images/brg-0151_drainage.jpg
BRG-0152,bridge,South Span 152,41.747062,-87.904968,1993,reinforced_concrete,47592,5,6,5,2026-01-21,Concrete spalling and exposed rebar found around deck edge and joint line. Field crew noted recurring pattern during freeze-thaw cycle. Follow-up inspection recommended within 45 days.,joint seal 2023-09-29; deck patch 2022-10-04,
BRG-0153,bridge,North Span 153,41.807805,-87.711732,1983,prestressed_concrete,76799,5,6,4,2025-06-22,Longitudinal cracking near wheel path with water ingress and patch separation. Field crew noted recurring pattern during freeze-thaw cycle. Follow-up inspection recommended within 14 days.,drain clearing 2025-01-16; joint seal 2025-01-01,https://example.com/images/brg-0153_crack.jpg
BRG-0154,bridge,East Span 154,41.961799,-87.747494,1983,steel,26890,7,4,4,2025-08-23,Fatigue cracking at welded detail under repeated heavy axle loading. Field crew noted recurring pattern after heavy rain. Follow-up inspection recommended within 30 days.,,
BRG-0155,bridge,Central Span 155,41.701964,-87.650517,1962,reinforced_concrete,25467,4,2,3,2025-11-04,Longitudinal cracking near wheel path with water ingress and patch separation. Field crew noted recurring pattern during freeze-thaw cycle. Follow-up inspection recommended within 45 days.,drain clearing 2022-12-14; drain clearing 2024-06-26; drain clearing 2025-12-19,
BRG-0156,bridge,North Span 156,41.689316,-87.624409,1972,composite,46821,7,8,5,2025-12-26,Pier scour concerns from high-flow channel migration and undermining signs. Field crew noted recurring pattern after heavy rain. Follow-up inspection recommended within 45 days.,deck patch 2022-10-29; bearing maintenance 2025-10-14; drain clearing 2023-01-16,https://example.com/images/brg-0156_fatigue.jpg
BRG-0157,bridge,West Span 157,41.686133,-87.885654,1962,prestressed_concrete,30691,5,5,5,2025-09-05,Expansion joint leakage accelerating deck and support deterioration. Field crew noted recurring pattern during freeze-thaw cycle. Follow-up inspection recommended within 45 days.,drain clearing 2025-12-14; bearing maintenance 2023-11-26; drain clearing 2025-12-11,https://example.com/images/brg-0157_joint.jpg|https://example.com/images/brg-0157_pothole.jpg
BRG-0158,bridge,Central Span 158,42.007783,-87.9413,1988,prestressed_concrete,84513,7,5,7,2025-03-09,Concrete spalling and exposed rebar found around deck edge and joint line. Field crew noted recurring pattern after heavy rain. Follow-up inspection recommended within 14 days.,drain clearing 2024-05-12; drain clearing 2022-10-09; joint seal 2025-02-09,https://example.com/images/brg-0158_fatigue.jpg
BRG-0159,bridge,West Span 159,41.976617,-87.728434,1970,composite,20201,5,7,8,2025-05-13,Corrosion staining and section loss observed on bearing and steel members. Field crew noted recurring pattern after heavy rain. Follow-up inspection recommended within 14 days.,joint seal 2023-08-09,https://example.com/images/brg-0159_corrosion.jpg
BRG-0160,bridge,South Span 160,41.900518,-87.896735,1953,prestressed_concrete,66422,8,4,7,2025-11-30,Fatigue cracking at welded detail under repeated heavy axle loading. Field crew noted recurring pattern during freeze-thaw cycle. Follow-up inspection recommended within 14 days.,joint seal 2024-07-25; drain clearing 2025-11-19,https://example.com/images/brg-0160_corrosion.jpg|https://example.com/images/brg-0160_corrosion.jpg
BRG-0161,bridge,Central Span 161,41.907151,-87.729289,1951,composite,127281,7,4,5,2025-10-22,Expansion joint leakage accelerating deck and support deterioration. Field crew noted recurring pattern during peak load period. Follow-up inspection recommended within 45 days.,drain clearing 2024-03-16; bearing maintenance 2024-12-09,
BRG-0162,bridge,South Span 162,41.87964,-87.946841,1997,steel,77102,5,5,6,2026-01-27,Expansion joint leakage accelerating deck and support deterioration. Field crew noted recurring pattern during peak load period. Follow-up inspection recommended within 30 days.,bearing maintenance 2025-02-08; deck patch 2025-11-04,
BRG-0163,bridge,South Span 163,41.908714,-87.521088,1983,prestressed_concrete,112724,3,7,1,2025-11-23,"Standing water, blocked inlets, and shoulder washout after rainfall events. Field crew noted recurring pattern during peak load period. Follow-up inspection recommended within 45 days.",bearing maintenance 2023-04-27; deck patch 2022-06-23,
BRG-0164,bridge,Central Span 164,41.937327,-87.709616,1973,prestressed_concrete,90984,3,4,5,2025-11-06,Expansion joint leakage accelerating deck and support deterioration. Field crew noted recurring pattern during freeze-thaw cycle. Follow-up inspection recommended within 30 days.,bearing maintenance 2023-07-25; drain clearing 2025-11-11; joint seal 2023-07-07,https://example.com/images/brg-0164_washout.jpg
BRG-0165,bridge,South Span 165,41.809374,-87.575535,1969,reinforced_concrete,39009,7,5,9,2025-07-09,Fatigue cracking at welded detail under repeated heavy axle loading. Field crew noted recurring pattern during peak load period. Follow-up inspection recommended within 14 days.,bearing maintenance 2022-08-16; bearing maintenance 2022-08-09,
BRG-0166,bridge,North Span 166,41.840727,-87.621665,1961,prestressed_concrete,36922,5,3,4,2025-08-06,Deck delamination with hollow sound and moisture intrusion evidence. Field crew noted recurring pattern during freeze-thaw cycle. Follow-up inspection recommended within 14 days.,,
BRG-0167,bridge,Central Span 167,41.950308,-87.721655,1952,prestressed_concrete,4081,4,4,5,2025-12-24,Pier scour concerns from high-flow channel migration and undermining signs. Field crew noted recurring pattern during peak load period. Follow-up inspection recommended within 45 days.,joint seal 2024-06-28,
BRG-0168,bridge,North Span 168,41.817803,-87.654685,1967,prestressed_concrete,92845,4,7,6,2025-11-24,Pier scour concerns from high-flow channel migration and undermining signs. Field crew noted recurring pattern after heavy rain. Follow-up inspection recommended within 14 days.,,https://example.com/images/brg-0168_corrosion.jpg|https://example.com/images/brg-0168_spalling.jpg
BRG-0169,bridge,East Span 169,41.931555,-87.609385,1998,composite,70053,6,3,5,2026-01-04,Longitudinal cracking near wheel path with water ingress and patch separation. Field crew noted recurring pattern after heavy rain. Follow-up inspection recommended within 45 days.,,
BRG-0170,bridge,South Span 170,41.927766,-87.861637,1951,steel,81935,5,4,6,2025-06-07,Corrosion staining and section loss observed on bearing and steel members. Field crew noted recurring pattern during freeze-thaw cycle. Follow-up inspection recommended within 14 days.,joint seal 2024-07-30; joint seal 2023-05-16; deck patch 2024-09-08,https://example.com/images/brg-0170_joint.jpg|https://example.com/images/brg-0170_drainage.jpg
BRG-0171,bridge,East Span 171,41.864737,-87.558547,2011,composite,89665,5,5,6,2025-05-11,Deck delamination with hollow sound and moisture intrusion evidence. Field crew noted recurring pattern after heavy rain. Follow-up inspection recommended within 14 days.,joint seal 2024-09-22,https://example.com/images/brg-0171_drainage.jpg
BRG-0172,bridge,East Span 172,41.660533,-87.600333,1955,composite,79170,6,3,7,2025-07-25,Concrete spalling and exposed rebar found around deck edge and joint line. Field crew noted recurring pattern after heavy rain. Follow-up inspection recommended within 14 days.,,https://example.com/images/brg-0172_joint.jpg
BRG-0173,bridge,Central Span 173,42.031587,-87.834627,1961,composite,100680,6,4,2,2025-10-12,Deck delamination with hollow sound and moisture intrusion evidence. Field crew noted recurring pattern during freeze-thaw cycle. Follow-up inspection recommended within 45 days.,joint seal 2025-06-02,https://example.com/images/brg-0173_spalling.jpg
BRG-0174,bridge,East Span 174,41.968929,-87.658291,1973,prestressed_concrete,102549,8,6,3,2025-03-15,Corrosion staining and section loss observed on bearing and steel members. Field crew noted recurring pattern during freeze-thaw cycle. Follow-up inspection recommended within 30 days.,,
BRG-0175,bridge,South Span 175,41.645068,-87.576617,2017,composite,61716,8,5,5,2025-03-07,Concrete spalling and exposed rebar found around deck edge and joint line. Field crew noted recurring pattern during freeze-thaw cycle. Follow-up inspection recommended within 45 days.,bearing maintenance 2022-06-10; drain clearing 2025-04-30,https://example.com/images/brg-0175_pothole.jpg
BRG-0176,bridge,West Span 176,41.989267,-87.576151,1959,composite,131882,7,5,7,2025-10-09,"Standing water, blocked inlets, and shoulder washout after rainfall events. Field crew noted recurring pattern during peak load period. Follow-up inspection recommended within 45 days.",joint seal 2023-08-03,https://example.com/images/brg-0176_fatigue.jpg
BRG-0177,bridge,North Span 177,41.769585,-87.528312,1952,reinforced_concrete,29907,5,5,3,2025-04-25,Expansion joint leakage accelerating deck and support deterioration. Field crew noted recurring pattern during peak load period. Follow-up inspection recommended within 45 days.,,https://example.com/images/brg-0177_joint.jpg
BRG-0178,bridge,Central Span 178,41.98617,-87.807252,2010,reinforced_concrete,98235,4,5,5,2025-03-28,Longitudinal cracking near wheel path with water ingress and patch separation. Field crew noted recurring pattern during freeze-thaw cycle. Follow-up inspection recommended within 30 days.,bearing maintenance 2025-07-26; deck patch 2023-05-27,https://example.com/images/brg-0178_washout.jpg
BRG-0179,bridge,North Span 179,41.716893,-87.550007,2000,composite,59515,2,6,5,2025-07-31,Concrete spalling and exposed rebar found around deck edge and joint line. Field crew noted recurring pattern during freeze-thaw cycle. Follow-up inspection recommended within 30 days.,deck patch 2023-05-14; joint seal 2023-01-22; drain clearing 2023-04-24,https://example.com/images/brg-0179_spalling.jpg|https://example.com/images/brg-0179_spalling.jpg
BRG-0180,bridge,Central Span 180,41.909584,-87.689351,1991,prestressed_concrete,103837,5,3,7,2025-03-11,Expansion joint leakage accelerating deck and support deterioration. Field crew noted recurring pattern during freeze-thaw cycle. Follow-up inspection recommended within 30 days.,deck patch 2025-05-22; bearing maintenance 2023-02-03,https://example.com/images/brg-0180_corrosion.jpg
BRG-0181,bridge,East Span 181,41.921511,-87.553888,1966,reinforced_concrete,49612,3,5,5,2025-09-01,Deck delamination with hollow sound and moisture intrusion evidence. Field crew noted recurring pattern during peak load period. Follow-up inspection recommended within 45 days.,drain clearing 2022-05-20; bearing maintenance 2023-10-17; joint seal 2026-01-08,https://example.com/images/brg-0181_corrosion.jpg
BRG-0182,bridge,East Span 182,42.043248,-87.656142,1968,steel,19261,6,5,4,2025-05-27,Fatigue cracking at welded detail under repeated heavy axle loading. Field crew noted recurring pattern during freeze-thaw cycle. Follow-up inspection recommended within 14 days.,deck patch 2022-07-14; drain clearing 2024-10-30; bearing maintenance 2022-06-09,https://example.com/images/brg-0182_washout.jpg
