report_id,asset_id,created_at,report_type,description,severity,source,lat,lon,image_url
RPT-e1c3462fb5,RD-00853,2026-02-21T08:37:03.013388+00:00,corrosion,Corrosion staining and section loss observed on bearing and steel members.,4,contractor,41.712314,-87.769846,https://example.com/images/rd-00853_joint.jpg
RPT-97072d4f89,BRG-0012,2026-02-21T08:36:03.131493+00:00,scour,Pier scour concerns from high-flow channel migration and undermining signs. Field note indicates accelerating trend after recent weather.,3,contractor,,,
RPT-142a7e3b4f,RD-00781,2026-02-21T08:32:03.013388+00:00,drainage,"Standing water, blocked inlets, and shoulder washout after rainfall events.",3,311,41.740508,-87.522777,https://example.com/images/rd-00781_joint.jpg
RPT-25d1630c7d,BRG-0132,2026-02-21T08:03:03.013388+00:00,crack,Longitudinal cracking near wheel path with water ingress and patch separation.,2,311,41.695508,-87.900915,https://example.com/images/brg-0132_crack.jpg
RPT-a389d781a5,RD-00357,2026-02-21T07:47:03.013388+00:00,sinkhole,Localized pavement settlement and subgrade void risk near utility crossing.,2,311,42.018078,-87.602036,https://example.com/images/rd-00357_fatigue.jpg
RPT-56cc8a53be,BRG-0137,2026-02-21T07:36:03.131493+00:00,crack,Longitudinal cracking near wheel path with water ingress and patch separation. Field note indicates accelerating trend after recent weather.,3,inspection,,,
RPT-42f1668bdc,RD-00159,2026-02-21T06:36:03.131493+00:00,joint_failure,Expansion joint leakage accelerating deck and support deterioration. Field note indicates accelerating trend after recent weather.,3,311,,,
RPT-5fbc43aa63,RD-00058,2026-02-21T06:02:03.013388+00:00,spalling,Concrete spalling and exposed rebar found around deck edge and joint line.,2,inspection,41.955807,-87.915093,https://example.com/images/rd-00058_washout.jpg
RPT-0aae1cdfba,RD-00498,2026-02-21T05:36:03.131493+00:00,delamination,Deck delamination with hollow sound and moisture intrusion evidence. Field note indicates accelerating trend after recent weather.,4,311,,,
RPT-482af1c833,RD-00909,2026-02-21T05:36:03.131493+00:00,crack,Longitudinal cracking near wheel path with water ingress and patch separation. Field note indicates accelerating trend after recent weather.,5,311,,,
RPT-c684de73c2,BRG-0012,2026-02-21T05:36:03.131493+00:00,delamination,Deck delamination with hollow sound and moisture intrusion evidence. Field note indicates accelerating trend after recent weather.,5,311,,,
RPT-f79c3b3b45,RD-00163,2026-02-21T05:07:03.013388+00:00,spalling,Concrete spalling and exposed rebar found around deck edge and joint line.,3,311,41.761533,-87.616047,
RPT-e1e235f753,RD-00316,2026-02-21T04:37:03.013388+00:00,spalling,Concrete spalling and exposed rebar found around deck edge and joint line.,4,311,41.998975,-87.581088,
RPT-7aef64d8c6,RD-00348,2026-02-21T04:28:03.013388+00:00,drainage,"Standing water, blocked inlets, and shoulder washout after rainfall events.",3,311,41.911968,-87.6323,https://example.com/images/rd-00348_joint.jpg
RPT-f5accf9265,BRG-0346,2026-02-21T03:57:03.013388+00:00,delamination,Deck delamination with hollow sound and moisture intrusion evidence.,5,inspection,41.738535,-87.621111,
RPT-06bfccd89e,RD-00102,2026-02-21T03:44:03.013388+00:00,spalling,Concrete spalling and exposed rebar found around deck edge and joint line.,3,311,41.751529,-87.797499,https://example.com/images/rd-00102_corrosion.jpg
RPT-716cebcf05,RD-00783,2026-02-21T03:36:03.131493+00:00,crack,Longitudinal cracking near wheel path with water ingress and patch separation. Field note indicates accelerating trend after recent weather.,4,311,,,
RPT-639d1a7bb9,RD-00091,2026-02-21T03:36:03.131493+00:00,pothole,Repeated pothole rebound after winter freeze-thaw and heavy truck traffic. Field note indicates accelerating trend after recent weather.,3,311,,,
RPT-4d6f546af2,RD-00603,2026-02-21T03:30:03.013388+00:00,drainage,"Standing water, blocked inlets, and shoulder washout after rainfall events.",3,inspection,41.981493,-87.837556,
RPT-a297c4f321,RD-00393,2026-02-21T03:27:03.013388+00:00,drainage,"Standing water, blocked inlets, and shoulder washout after rainfall events.",3,311,41.989766,-87.908098,https://example.com/images/rd-00393_fatigue.jpg
RPT-1498521df0,RD-00353,2026-02-21T03:12:03.013388+00:00,pothole,Repeated pothole rebound after winter freeze-thaw and heavy truck traffic.,4,311,41.8959,-87.867542,https://example.com/images/rd-00353_washout.jpg
RPT-1a79764f04,RD-00629,2026-02-21T02:21:03.013388+00:00,sinkhole,Localized pavement settlement and subgrade void risk near utility crossing.,4,311,42.028276,-87.935254,
RPT-62230ead6a,RD-00876,2026-02-21T01:46:03.013388+00:00,crack,Longitudinal cracking near wheel path with water ingress and patch separation.,4,contractor,41.930257,-87.783374,
RPT-f1cb549870,RD-00482,2026-02-21T01:36:03.131493+00:00,delamination,Deck delamination with hollow sound and moisture intrusion evidence. Field note indicates accelerating trend after recent weather.,5,contractor,,,
RPT-0f58d77be7,RD-00218,2026-02-21T01:34:03.013388+00:00,pothole,Repeated pothole rebound after winter freeze-thaw and heavy truck traffic.,3,contractor,41.77035,-87.733275,
RPT-d92397b2ee,BRG-0147,2026-02-21T00:50:03.013388+00:00,fatigue,Fatigue cracking at welded detail under repeated heavy axle loading.,2,311,42.02165,-87.526274,
RPT-2912251ed1,RD-00371,2026-02-21T00:46:03.013388+00:00,spalling,Concrete spalling and exposed rebar found around deck edge and joint line.,3,contractor,41.677499,-87.933912,
RPT-5ad36da42c,BRG-0063,2026-02-21T00:36:03.131493+00:00,delamination,Deck delamination with hollow sound and moisture intrusion evidence. Field note indicates accelerating trend after recent weather.,4,inspection,,,
RPT-abf1ab530b,RD-00810,2026-02-20T23:14:03.013388+00:00,spalling,Concrete spalling and exposed rebar found around deck edge and joint line.,3,inspection,41.829692,-87.937654,https://example.com/images/rd-00810_drainage.jpg
RPT-15b752ff47,RD-00564,2026-02-20T23:04:03.013388+00:00,sinkhole,Localized pavement settlement and subgrade void risk near utility crossing.,3,311,41.842414,-87.812126,
RPT-8655f8d62e,BRG-0181,2026-02-20T22:36:03.131493+00:00,spalling,Concrete spalling and exposed rebar found around deck edge and joint line. Field note indicates accelerating trend after recent weather.,4,311,,,
RPT-22c6e909be,RD-00413,2026-02-20T22:36:03.131493+00:00,joint_failure,Expansion joint leakage accelerating deck and support deterioration. Field note indicates accelerating trend after recent weather.,5,inspection,,,
RPT-f32fe22f01,BRG-0304,2026-02-20T21:58:03.013388+00:00,spalling,Concrete spalling and exposed rebar found around deck edge and joint line.,1,inspection,41.712941,-87.800933,
RPT-2c9a90f006,RD-00803,2026-02-20T21:51:03.013388+00:00,joint_failure,Expansion joint leakage accelerating deck and support deterioration.,3,inspection,41.661854,-87.848657,https://example.com/images/rd-00803_crack.jpg
RPT-8bb484f6d6,BRG-0137,2026-02-20T21:49:03.013388+00:00,spalling,Concrete spalling and exposed rebar found around deck edge and joint line.,2,311,41.73583,-87.727536,
RPT-f37bb2fc0f,RD-00361,2026-02-20T21:36:03.131493+00:00,corrosion,Corrosion staining and section loss observed on bearing and steel members. Field note indicates accelerating trend after recent weather.,5,311,,,
RPT-f90e410b1c,RD-00292,2026-02-20T21:19:03.013388+00:00,crack,Longitudinal cracking near wheel path with water ingress and patch separation.,3,inspection,41.671668,-87.859629,
RPT-ce7197b84e,RD-00766,2026-02-20T20:36:03.131493+00:00,joint_failure,Expansion joint leakage accelerating deck and support deterioration. Field note indicates accelerating trend after recent weather.,5,311,,,
RPT-93092df9bf,RD-00909,2026-02-20T20:36:03.131493+00:00,crack,Longitudinal cracking near wheel path with water ingress and patch separation. Field note indicates accelerating trend after recent weather.,5,contractor,,,
RPT-d517056e30,RD-00358,2026-02-20T20:36:03.131493+00:00,corrosion,Corrosion staining and section loss observed on bearing and steel members. Field note indicates accelerating trend after recent weather.,3,contractor,,,
RPT-9e687d0f47,RD-00482,2026-02-20T20:36:03.131493+00:00,spalling,Concrete spalling and exposed rebar found around deck edge and joint line. Field note indicates accelerating trend after recent weather.,5,311,,,
RPT-a48090b1d9,RD-00482,2026-02-20T19:36:03.131493+00:00,spalling,Concrete spalling and exposed rebar found around deck edge and joint line. Field note indicates accelerating trend after recent weather.,3,inspection,,,
RPT-edb6e45d52,RD-00497,2026-02-20T19:36:03.013388+00:00,delamination,Deck delamination with hollow sound and moisture intrusion evidence.,2,inspection,41.859815,-87.910568,
RPT-02d8674ec6,RD-00111,2026-02-20T19:34:03.013388+00:00,crack,Longitudinal cracking near wheel path with water ingress and patch separation.,3,contractor,42.047574,-87.665795,
RPT-21abe040fd,BRG-0187,2026-02-20T19:31:03.013388+00:00,scour,Pier scour concerns from high-flow channel migration and undermining signs.,5,311,41.843118,-87.825303,
RPT-ccf90e7acb,BRG-0277,2026-02-20T19:24:03.013388+00:00,spalling,Concrete spalling and exposed rebar found around deck edge and joint line.,1,311,41.712567,-87.927093,https://example.com/images/brg-0277_fatigue.jpg
RPT-de95b3eda5,RD-00858,2026-02-20T19:18:03.013388+00:00,corrosion,Corrosion staining and section loss observed on bearing and steel members.,5,inspection,41.752843,-87.939133,
RPT-5d776579b9,RD-00292,2026-02-20T18:13:03.013388+00:00,crack,Longitudinal cracking near wheel path with water ingress and patch separation.,4,inspection,41.669131,-87.853414,https://example.com/images/rd-00292_joint.jpg
RPT-e108f31f5c,BRG-0149,2026-02-20T18:00:03.013388+00:00,fatigue,Fatigue cracking at welded detail under repeated heavy axle loading.,3,contractor,41.960878,-87.58774,
RPT-e5e5630995,RD-00454,2026-02-20T17:36:03.131493+00:00,crack,Longitudinal cracking near wheel path with water ingress and patch separation. Field note indicates accelerating trend after recent weather.,5,inspection,,,
RPT-34789d7fb3,RD-00091,2026-02-20T16:36:03.131493+00:00,corrosion,Corrosion staining and section loss observed on bearing and steel members. Field note indicates accelerating trend after recent weather.,3,inspection,,,
RPT-7181d22110,BRG-0292,2026-02-20T16:36:03.131493+00:00,spalling,Concrete spalling and exposed rebar found around deck edge and joint line. Field note indicates accelerating trend after recent weather.,3,311,,,
RPT-a6e8cc5063,RD-00159,2026-02-20T16:36:03.131493+00:00,delamination,Deck delamination with hollow sound and moisture intrusion evidence. Field note indicates accelerating trend after recent weather.,4,inspection,,,
RPT-c35ce95bfd,RD-00840,2026-02-20T16:34:03.013388+00:00,sinkhole,Localized pavement settlement and subgrade void risk near utility crossing.,3,311,41.9301,-87.891721,
RPT-435a582d92,BRG-0032,2026-02-20T16:24:03.013388+00:00,corrosion,Corrosion staining and section loss observed on bearing and steel members.,4,inspection,41.676369,-87.857093,https://example.com/images/brg-0032_washout.jpg
RPT-d18a251726,RD-00630,2026-02-20T16:19:03.013388+00:00,sinkhole,Localized pavement settlement and subgrade void risk near utility crossing.,4,311,42.041892,-87.782978,
RPT-3dbed78a0f,RD-00071,2026-02-20T16:05:03.013388+00:00,crack,Longitudinal cracking near wheel path with water ingress and patch separation.,3,contractor,41.995396,-87.805418,https://example.com/images/rd-00071_washout.jpg
RPT-1b942df977,BRG-0199,2026-02-20T16:01:03.013388+00:00,corrosion,Corrosion staining and section loss observed on bearing and steel members.,2,contractor,42.003575,-87.884949,https://example.com/images/brg-0199_drainage.jpg
RPT-b0e917eaef,RD-00708,2026-02-20T15:52:03.013388+00:00,drainage,"Standing water, blocked inlets, and shoulder washout after rainfall events.",2,inspection,41.961803,-87.695353,
RPT-18fba68b7c,RD-00028,2026-02-20T14:55:03.013388+00:00,drainage,"Standing water, blocked inlets, and shoulder washout after rainfall events.",1,contractor,41.887061,-87.871429,https://example.com/images/rd-00028_crack.jpg
RPT-8919e22425,RD-00610,2026-02-20T14:45:03.013388+00:00,sinkhole,Localized pavement settlement and subgrade void risk near utility crossing.,5,contractor,42.046679,-87.932096,
RPT-c87485244f,RD-00569,2026-02-20T14:36:03.131493+00:00,drainage,"Standing water, blocked inlets, and shoulder washout after rainfall events. Field note indicates accelerating trend after recent weather.",5,inspection,,,
RPT-a7bb0bddac,RD-00853,2026-02-20T14:36:03.131493+00:00,drainage,"Standing water, blocked inlets, and shoulder washout after rainfall events. Field note indicates accelerating trend after recent weather.",3,contractor,,,
RPT-67423f5f90,BRG-0345,2026-02-20T14:36:03.131493+00:00,drainage,"Standing water, blocked inlets, and shoulder washout after rainfall events. Field note indicates accelerating trend after recent weather.",5,inspection,,,
RPT-8c137c19e2,RD-00026,2026-02-20T13:36:03.131493+00:00,spalling,Concrete spalling and exposed rebar found around deck edge and joint line. Field note indicates accelerating trend after recent weather.,4,inspection,,,
RPT-218bbec8b5,BRG-0296,2026-02-20T13:36:03.131493+00:00,drainage,"Standing water, blocked inlets, and shoulder washout after rainfall events. Field note indicates accelerating trend after recent weather.",5,contractor,,,
RPT-076e61286e,BRG-0296,2026-02-20T13:36:03.131493+00:00,delamination,Deck delamination with hollow sound and moisture intrusion evidence. Field note indicates accelerating trend after recent weather.,4,contractor,,,
RPT-f869638a70,RD-00672,2026-02-20T13:11:03.013388+00:00,corrosion,Corrosion staining and section loss observed on bearing and steel members.,4,contractor,41.767285,-87.789115,
RPT-7421bc0ebe,RD-00366,2026-02-20T12:53:03.013388+00:00,sinkhole,Localized pavement settlement and subgrade void risk near utility crossing.,2,311,41.86178,-87.613604,
RPT-b735462e77,RD-00361,2026-02-20T12:36:03.131493+00:00,spalling,Concrete spalling and exposed rebar found around deck edge and joint line. Field note indicates accelerating trend after recent weather.,4,311,,,
RPT-f4fbaf641f,RD-00043,2026-02-20T12:29:03.013388+00:00,pothole,Repeated pothole rebound after winter freeze-thaw and heavy truck traffic.,3,contractor,41.924645,-87.893205,
RPT-e90a0fb05b,BRG-0336,2026-02-20T12:25:03.013388+00:00,corrosion,Corrosion staining and section loss observed on bearing and steel members.,4,inspection,41.83979,-87.887704,
RPT-6ab9929400,BRG-0340,2026-02-20T12:12:03.013388+00:00,fatigue,Fatigue cracking at welded detail under repeated heavy axle loading.,4,contractor,41.765516,-87.856262,
RPT-8186a4d8a1,BRG-0068,2026-02-20T11:36:03.131493+00:00,spalling,Concrete spalling and exposed rebar found around deck edge and joint line. Field note indicates accelerating trend after recent weather.,3,inspection,,,
RPT-3a8960483f,BRG-0101,2026-02-20T11:06:03.013388+00:00,joint_failure,Expansion joint leakage accelerating deck and support deterioration.,5,311,41.831462,-87.879403,
RPT-6ad1e92d6e,BRG-0006,2026-02-20T10:13:03.013388+00:00,fatigue,Fatigue cracking at welded detail under repeated heavy axle loading.,3,311,41.784826,-87.523299,
RPT-f9d8c0064f,RD-00546,2026-02-20T09:44:03.013388+00:00,pothole,Repeated pothole rebound after winter freeze-thaw and heavy truck traffic.,3,inspection,41.722271,-87.942955,https://example.com/images/rd-00546_joint.jpg
RPT-3f6270077f,RD-00873,2026-02-20T09:05:03.013388+00:00,drainage,"Standing water, blocked inlets, and shoulder washout after rainfall events.",3,inspection,41.913854,-87.663381,
RPT-e2c0dd5e10,BRG-0204,2026-02-20T08:50:03.013388+00:00,scour,Pier scour concerns from high-flow channel migration and undermining signs.,3,inspection,41.675451,-87.839572,
RPT-b2924207fd,RD-00472,2026-02-20T08:22:03.013388+00:00,spalling,Concrete spalling and exposed rebar found around deck edge and joint line.,2,311,41.742193,-87.912148,https://example.com/images/rd-00472_corrosion.jpg
RPT-570bb62250,RD-00201,2026-02-20T08:13:03.013388+00:00,crack,Longitudinal cracking near wheel path with water ingress and patch separation.,4,inspection,41.675419,-87.860293,
RPT-c0cc85ffaa,BRG-0141,2026-02-20T07:37:03.013388+00:00,fatigue,Fatigue cracking at welded detail under repeated heavy axle loading.,2,contractor,41.924454,-87.633973,https://example.com/images/brg-0141_spalling.jpg
RPT-6ee2ceb5d7,RD-00413,2026-02-20T07:36:03.131493+00:00,delamination,Deck delamination with hollow sound and moisture intrusion evidence. Field note indicates accelerating trend after recent weather.,4,contractor,,,
RPT-87b385e35e,BRG-0029,2026-02-20T07:36:03.131493+00:00,spalling,Concrete spalling and exposed rebar found around deck edge and joint line. Field note indicates accelerating trend after recent weather.,3,311,,,
RPT-0974980452,RD-00569,2026-02-20T07:36:03.131493+00:00,spalling,Concrete spalling and exposed rebar found around deck edge and joint line. Field note indicates accelerating trend after recent weather.,4,contractor,,,
RPT-5745e38ea0,RD-00919,2026-02-20T07:32:03.013388+00:00,spalling,Concrete spalling and exposed rebar found around deck edge and joint line.,3,inspection,41.710451,-87.575666,
RPT-962a4752aa,RD-00482,2026-02-20T06:36:03.131493+00:00,drainage,"Standing water, blocked inlets, and shoulder washout after rainfall events. Field note indicates accelerating trend after recent weather.",3,311,,,
RPT-9ca1782f6b,RD-00569,2026-02-20T06:36:03.131493+00:00,joint_failure,Expansion joint leakage accelerating deck and support deterioration. Field note indicates accelerating trend after recent weather.,4,inspection,,,
RPT-db5070d281,RD-00487,2026-02-20T05:54:03.013388+00:00,pothole,Repeated pothole rebound after winter freeze-thaw and heavy truck traffic.,3,inspection,41.738106,-87.800756,
RPT-531dd0a1f3,RD-00301,2026-02-20T05:36:03.131493+00:00,drainage,"Standing water, blocked inlets, and shoulder washout after rainfall events. Field note indicates accelerating trend after recent weather.",4,inspection,,,
RPT-6e5955c481,BRG-0029,2026-02-20T05:36:03.131493+00:00,drainage,"Standing water, blocked inlets, and shoulder washout after rainfall events. Field note indicates accelerating trend after recent weather.",4,311,,,
RPT-a394b9b476,BRG-0080,2026-02-20T05:32:03.013388+00:00,fatigue,Fatigue cracking at welded detail under repeated heavy axle loading.,2,311,41.845946,-87.89999,
RPT-ee11f3d5e4,BRG-0156,2026-02-20T05:25:03.013388+00:00,crack,Longitudinal cracking near wheel path with water ingress and patch separation.,3,311,41.687854,-87.622052,
RPT-afb8499fa3,BRG-0289,2026-02-20T04:59:03.013388+00:00,corrosion,Corrosion staining and section loss observed on bearing and steel members.,2,311,41.835901,-87.720422,https://example.com/images/brg-0289_pothole.jpg
RPT-4ec98028a7,RD-00918,2026-02-20T04:40:03.013388+00:00,joint_failure,Expansion joint leakage accelerating deck and support deterioration.,2,contractor,41.857063,-87.664277,
RPT-310eb04ece,BRG-0063,2026-02-20T04:36:03.131493+00:00,fatigue,Fatigue cracking at welded detail under repeated heavy axle loading. Field note indicates accelerating trend after recent weather.,3,inspection,,,
RPT-e87b9f342b,RD-00659,2026-02-20T03:54:03.013388+00:00,delamination,Deck delamination with hollow sound and moisture intrusion evidence.,5,311,41.815613,-87.636561,https://example.com/images/rd-00659_crack.jpg
RPT-af5263bc1d,RD-00955,2026-02-20T03:50:03.013388+00:00,crack,Longitudinal cracking near wheel path with water ingress and patch separation.,3,311,41.886621,-87.830272,https://example.com/images/rd-00955_pothole.jpg
RPT-21c285ffd5,RD-00281,2026-02-20T03:41:03.013388+00:00,pothole,Repeated pothole rebound after winter freeze-thaw and heavy truck traffic.,3,311,41.995039,-87.937082,
RPT-171e3651e1,RD-00159,2026-02-20T03:36:03.131493+00:00,pothole,Repeated pothole rebound after winter freeze-thaw and heavy truck traffic. Field note indicates accelerating trend after recent weather.,4,311,,,
RPT-8205ddda78,BRG-0266,2026-02-20T03:16:03.013388+00:00,scour,Pier scour concerns from high-flow channel migration and undermining signs.,4,311,41.891565,-87.831315,
RPT-daf4b671a6,RD-00587,2026-02-20T03:10:03.013388+00:00,delamination,Deck delamination with hollow sound and moisture intrusion evidence.,2,inspection,41.827606,-87.590064,https://example.com/images/rd-00587_joint.jpg
RPT-63d1362b7d,RD-00724,2026-02-20T03:05:03.013388+00:00,drainage,"Standing water, blocked inlets, and shoulder washout after rainfall events.",2,311,41.649666,-87.779358,https://example.com/images/rd-00724_corrosion.jpg
RPT-5ad3844f5e,RD-00140,2026-02-20T03:01:03.013388+00:00,sinkhole,Localized pavement settlement and subgrade void risk near utility crossing.,3,inspection,41.908517,-87.665847,
RPT-27560b6ea7,BRG-0050,2026-02-20T02:59:03.013388+00:00,drainage,"Standing water, blocked inlets, and shoulder washout after rainfall events.",2,311,41.642542,-87.718863,
RPT-8ae6b8a5d4,RD-00241,2026-02-20T02:35:03.013388+00:00,drainage,"Standing water, blocked inlets, and shoulder washout after rainfall events.",1,311,41.971345,-87.531359,
RPT-086c4b56d6,RD-00357,2026-02-20T02:02:03.013388+00:00,spalling,Concrete spalling and exposed rebar found around deck edge and joint line.,2,311,42.018998,-87.603415,
RPT-fb896780c4,RD-00358,2026-02-20T01:36:03.131493+00:00,joint_failure,Expansion joint leakage accelerating deck and support deterioration. Field note indicates accelerating trend after recent weather.,4,311,,,
RPT-17b98aa838,RD-00988,2026-02-20T00:46:03.013388+00:00,spalling,Concrete spalling and exposed rebar found around deck edge and joint line.,2,inspection,41.983538,-87.571407,
RPT-df08fc2ff0,BRG-0181,2026-02-20T00:36:03.131493+00:00,crack,Longitudinal cracking near wheel path with water ingress and patch separation. Field note indicates accelerating trend after recent weather.,4,311,,,
RPT-7ff215c216,RD-00413,2026-02-20T00:36:03.131493+00:00,delamination,Deck delamination with hollow sound and moisture intrusion evidence. Field note indicates accelerating trend after recent weather.,3,311,,,
RPT-4d348a7a1e,RD-00427,2026-02-20T00:34:03.013388+00:00,delamination,Deck delamination with hollow sound and moisture intrusion evidence.,1,contractor,41.771763,-87.884175,
RPT-80c0363ab0,RD-00402,2026-02-20T00:21:03.013388+00:00,pothole,Repeated pothole rebound after winter freeze-thaw and heavy truck traffic.,3,311,41.981251,-87.554871,
RPT-c6fb3c846e,BRG-0227,2026-02-20T00:11:03.013388+00:00,crack,Longitudinal cracking near wheel path with water ingress and patch separation.,4,inspection,41.723458,-87.739168,
RPT-303c6d61e0,RD-00162,2026-02-19T23:39:03.013388+00:00,delamination,Deck delamination with hollow sound and moisture intrusion evidence.,2,311,41.982315,-87.850029,
RPT-b826210d58,RD-00007,2026-02-19T23:31:03.013388+00:00,drainage,"Standing water, blocked inlets, and shoulder washout after rainfall events.",4,contractor,41.816433,-87.545769,
RPT-896ddc0c51,RD-00138,2026-02-19T23:00:03.013388+00:00,pothole,Repeated pothole rebound after winter freeze-thaw and heavy truck traffic.,3,contractor,41.851286,-87.903336,
RPT-8484d606df,RD-00778,2026-02-19T22:58:03.013388+00:00,sinkhole,Localized pavement settlement and subgrade void risk near utility crossing.,2,inspection,41.799115,-87.897144,
RPT-c6b2867cd9,BRG-0106,2026-02-19T22:53:03.013388+00:00,fatigue,Fatigue cracking at welded detail under repeated heavy axle loading.,3,contractor,41.762367,-87.8627,
RPT-fb9fbc1522,RD-00766,2026-02-19T22:36:03.131493+00:00,sinkhole,Localized pavement settlement and subgrade void risk near utility crossing. Field note indicates accelerating trend after recent weather.,5,311,,,
RPT-59fa6cfbd3,BRG-0029,2026-02-19T22:36:03.131493+00:00,fatigue,Fatigue cracking at welded detail under repeated heavy axle loading. Field note indicates accelerating trend after recent weather.,4,311,,,
RPT-443f736524,RD-00765,2026-02-19T22:03:03.013388+00:00,joint_failure,Expansion joint leakage accelerating deck and support deterioration.,2,311,41.794284,-87.706398,
RPT-11f3134bad,RD-00413,2026-02-19T21:36:03.131493+00:00,pothole,Repeated pothole rebound after winter freeze-thaw and heavy truck traffic. Field note indicates accelerating trend after recent weather.,3,311,,,
RPT-76e12d29b0,BRG-0343,2026-02-19T21:36:03.131493+00:00,fatigue,Fatigue cracking at welded detail under repeated heavy axle loading. Field note indicates accelerating trend after recent weather.,4,inspection,,,
RPT-a3f0ef0b3b,RD-00637,2026-02-19T20:36:03.131493+00:00,corrosion,Corrosion staining and section loss observed on bearing and steel members. Field note indicates accelerating trend after recent weather.,5,inspection,,,
RPT-74f53b3e54,BRG-0050,2026-02-19T20:27:03.013388+00:00,fatigue,Fatigue cracking at welded detail under repeated heavy axle loading.,1,inspection,41.645197,-87.721118,https://example.com/images/brg-0050_spalling.jpg
RPT-daa3011c06,RD-00301,2026-02-19T19:36:03.131493+00:00,pothole,Repeated pothole rebound after winter freeze-thaw and heavy truck traffic. Field note indicates accelerating trend after recent weather.,5,contractor,,,
RPT-1271ebf3c7,BRG-0029,2026-02-19T19:36:03.131493+00:00,delamination,Deck delamination with hollow sound and moisture intrusion evidence. Field note indicates accelerating trend after recent weather.,3,contractor,,,
RPT-a0be207d83,RD-00091,2026-02-19T19:36:03.131493+00:00,crack,Longitudinal cracking near wheel path with water ingress and patch separation. Field note indicates accelerating trend after recent weather.,5,inspection,,,
RPT-086aa4d563,RD-00791,2026-02-19T19:35:03.013388+00:00,joint_failure,Expansion joint leakage accelerating deck and support deterioration.,2,inspection,41.911926,-87.79278,
RPT-94d438c236,BRG-0080,2026-02-19T18:58:03.013388+00:00,drainage,"Standing water, blocked inlets, and shoulder washout after rainfall events.",3,inspection,41.850974,-87.898598,https://example.com/images/brg-0080_drainage.jpg
RPT-27cf9efc42,RD-00358,2026-02-19T18:36:03.131493+00:00,pothole,Repeated pothole rebound after winter freeze-thaw and heavy truck traffic. Field note indicates accelerating trend after recent weather.,3,contractor,,,
RPT-54799aefce,RD-00909,2026-02-19T18:36:03.131493+00:00,drainage,"Standing water, blocked inlets, and shoulder washout after rainfall events. Field note indicates accelerating trend after recent weather.",4,contractor,,,
RPT-a784222126,RD-00651,2026-02-19T18:23:03.013388+00:00,sinkhole,Localized pavement settlement and subgrade void risk near utility crossing.,4,contractor,41.654537,-87.933299,
RPT-9b0c2dee48,BRG-0095,2026-02-19T17:58:03.013388+00:00,corrosion,Corrosion staining and section loss observed on bearing and steel members.,3,contractor,41.942787,-87.612529,
RPT-135c807a8b,RD-00437,2026-02-19T17:58:03.013388+00:00,spalling,Concrete spalling and exposed rebar found around deck edge and joint line.,2,inspection,41.73786,-87.809816,
RPT-839bfaaebb,RD-00717,2026-02-19T17:56:03.013388+00:00,drainage,"Standing water, blocked inlets, and shoulder washout after rainfall events.",3,inspection,41.853461,-87.920718,https://example.com/images/rd-00717_pothole.jpg
RPT-3e9ef34e4b,BRG-0292,2026-02-19T17:36:03.131493+00:00,scour,Pier scour concerns from high-flow channel migration and undermining signs. Field note indicates accelerating trend after recent weather.,5,inspection,,,
RPT-3de3fca0f3,RD-00613,2026-02-19T17:27:03.013388+00:00,crack,Longitudinal cracking near wheel path with water ingress and patch separation.,4,311,42.045358,-87.935956,
RPT-804af9e780,RD-00609,2026-02-19T16:36:03.013388+00:00,joint_failure,Expansion joint leakage accelerating deck and support deterioration.,4,contractor,41.675381,-87.609061,https://example.com/images/rd-00609_drainage.jpg
RPT-c8b9868f7c,RD-00683,2026-02-19T15:48:03.013388+00:00,joint_failure,Expansion joint leakage accelerating deck and support deterioration.,4,inspection,41.675386,-87.789811,
RPT-1b4ae51a53,BRG-0154,2026-02-19T15:46:03.013388+00:00,crack,Longitudinal cracking near wheel path with water ingress and patch separation.,2,inspection,41.958987,-87.747309,
RPT-2979c889dc,BRG-0068,2026-02-19T15:36:03.131493+00:00,spalling,Concrete spalling and exposed rebar found around deck edge and joint line. Field note indicates accelerating trend after recent weather.,3,inspection,,,
RPT-39a5bef2e1,BRG-0067,2026-02-19T15:20:03.013388+00:00,spalling,Concrete spalling and exposed rebar found around deck edge and joint line.,5,contractor,41.780088,-87.698486,https://example.com/images/brg-0067_joint.jpg
RPT-158c34e525,RD-00066,2026-02-19T14:59:03.013388+00:00,delamination,Deck delamination with hollow sound and moisture intrusion evidence.,4,311,41.870998,-87.740085,
RPT-7d571db9be,BRG-0012,2026-02-19T14:36:03.131493+00:00,drainage,"Standing water, blocked inlets, and shoulder washout after rainfall events. Field note indicates accelerating trend after recent weather.",5,311,,,
RPT-9259ce698f,RD-00531,2026-02-19T14:31:03.013388+00:00,corrosion,Corrosion staining and section loss observed on bearing and steel members.,2,contractor,41.666955,-87.582874,
RPT-4dd6c74f23,BRG-0331,2026-02-19T13:59:03.013388+00:00,drainage,"Standing water, blocked inlets, and shoulder washout after rainfall events.",3,311,41.681802,-87.837111,https://example.com/images/brg-0331_spalling.jpg
RPT-1d0f817090,BRG-0028,2026-02-19T13:51:03.013388+00:00,scour,Pier scour concerns from high-flow channel migration and undermining signs.,3,contractor,41.9584,-87.673309,
